Cellulose         , Hemicellulose      , Lignin             , Solids_Loading    , Enzyme_Loading      , Time                 , Glucose             , Xylose              , Cellobiose
0.6374540118847363, 0.0737026585767724 , 0.2261705683735906 , 200.9054491313347 , 0.7077952600261317  ,  10.005480440500165  , 45.39081861046818   ,  9.789682845206672  , 1.1594180218256103
0.6950714306409915, 0.08083801894756716, 0.2246978799072    , 219.50220957870584, 0.9762471786949842  ,  12.82763500917089   , 48.75268457221454   ,  9.70649436362612   , 1.2448904261472635
0.6731993941811405, 0.08745891671752816, 0.29062545805210366, 137.57018481887485, 0.9241850692586828  ,  38.558099438128934  , 66.78982226140478   , 11.323529605868147  , 1.791104215579801
0.6598658484197036, 0.08464449772819123, 0.22495461998495062, 193.73111494104984, 0.2269848903978397  ,   8.310441790580773  , 22.755736432554357  ,  5.111269348914987  , 0.3639474414983493
0.6156018640442437, 0.086131222957229  , 0.22719497261286312, 185.7618974715623 , 0.221636890202695   ,  40.75059441187644   , 58.360085512922495  ,  9.275382000629131  , 1.3606627067872825
0.6155994520336202, 0.08317566733421435, 0.27593982624179636, 224.92455651824065, 0.3584005229066503  ,   1.8452540431865656 , 13.28345114673867   ,  5.240004205831815  , 0.1549162249278028
0.6058083612168199, 0.08384553129035704, 0.244973984245054  , 235.91305907218907, 0.46523593529219276 ,  29.993600934920934  , 53.93774407696331   ,  8.483669322131778  , 1.436434166399547
0.6866176145774935, 0.08698391303130638, 0.2776710556955181 , 101.82351572160802, 0.519723918619755   ,  37.61806159250693   , 65.17828233295177   , 11.110609013136274  , 1.523701644581782
0.6601115011743208, 0.07499336017718372, 0.20653661575643853, 201.1029878588189 , 0.8316517993583471  ,   4.0134009786043725 , 41.682768774862964  ,  3.1087518394937317 , 0.9936652134176742
0.6708072577796045, 0.07978849927286281, 0.24875711936733844, 107.77536986795936, 0.11518249699071072 ,  11.254541091223675  , 24.71997841965218   ,  4.2276380097818596 , 0.45893227233248457
0.6020584494295802, 0.07442418883639206, 0.20336136001832827, 182.3287997616034 , 0.08987360985997635 ,   3.618445317094126  , 10.815799255978334  ,  2.8435053912860235 , 0.029882835124302988
0.6969909852161994, 0.08975336015993293, 0.20626532034553546, 143.14490935655172, 0.5006971473854953  ,  24.524649725810825  , 56.86933097024549   ,  9.987900940818802  , 1.3527420882148493
0.6832442640800421, 0.08888118679373226, 0.2906437453344411 , 146.01648992832116, 0.8517382459586775  ,  15.329320830147914  , 51.26350560024152   ,  9.499895205755243  , 1.3264921353724557
0.6212339110678275, 0.07078853622737012, 0.21392453711175952, 152.94377551785348, 0.2724506443999549  ,  20.174883988342465  , 50.025934796879845  ,  7.565016571506738  , 1.113448566015858
0.61818249672071  , 0.08411150345031376, 0.2532420682275217 , 193.19386735744152, 0.7877301534446894  ,   4.375237471907456  , 41.377641331062414  ,  2.994657588998458  , 1.0098732944566942
0.6183404509853434, 0.08850496634831331, 0.24110956026007066, 150.1074948503154 , 0.34880235863134434 ,   4.758694620673892  , 27.604734838427934  ,  4.985635141341159  , 0.653830447878645
0.6304242242959538, 0.07361150690254667, 0.23473433262588428, 209.90485758854206, 1.0689990251355437  ,   0.847658524266528  , 26.365669526537566  ,  2.2075530503891936 , 0.6411474690860012
0.6524756431632237, 0.0813589046110526 , 0.28998333456872727, 160.67910783608045, 1.080043435906609   ,   7.774152108726405  , 41.48485415965228   ,  7.252813714225305  , 1.0585512651633762
0.6431945018642116, 0.08830976595176084, 0.20218233967754895, 110.25298004649379, 0.39188028492352545 ,  16.40800810473627   , 46.00639529418736   ,  7.0155309753733865 , 1.0777720635147159
0.6291229140198041, 0.07067891957171599, 0.2663789686175589 , 217.56397637261608, 0.3144928170577266  ,  39.02939948521281   , 64.7021372797455    ,  9.445061467838142  , 1.6455302911626488
0.6611852894722379, 0.0839484053449368 , 0.29633944342135504, 142.8637486889059 , 0.522999567876166   ,  21.98789874467311   , 56.34715941656179   , 10.439178128987807  , 1.3790682208870562
0.6139493860652041, 0.07594698014745102, 0.25601681834618417, 164.9150319398894 , 0.326611322957171   ,  11.432625026334032  , 44.644618784608376  ,  6.736471295687142  , 1.056361776643032
0.6292144648535218, 0.0884879239075306 , 0.2936822462033092 , 202.81658248328523, 0.8232414197854592  ,  61.20333147728695   , 70.79806328280213   , 11.666470924466232  , 1.8541734098625586
0.6366361843293691, 0.08942116490330736, 0.20522578792860238, 149.8684235723068 , 0.9999743872305283  ,  25.405471809986167  , 57.53551155325676   , 10.404807692326736  , 1.423988391767777
0.6456069984217035, 0.08888532978226868, 0.24187933190741615, 108.48784842200735, 0.8240559505478995  ,  53.23245734224551   , 65.35480617034823   , 11.600671985797781  , 1.785340644378593
0.6785175961393013, 0.07948428433314927, 0.22601577909620513, 156.08815705192205, 0.9980030143367519  ,  14.998074724053108  , 51.00398080902573   ,  9.684222302886665  , 1.3585086281717194
0.6199673782158359, 0.08724085301978626, 0.27308209649807297, 241.66728740414553, 0.5065409865385953  ,   5.992509564292686  , 38.764505463534114  ,  7.496783896897588  , 1.0623962167952659
0.6514234438413611, 0.08689098797070141, 0.2981297090497247 , 196.26015959478372, 0.22976451631518996 ,   1.085463783970619  ,  8.146120107191003  ,  1.7938240667578136 , 0.021709503368585056
0.6592414568862042, 0.07638200946486512, 0.22565300624442478, 200.72187230008103, 0.898643589507231   ,  25.898737950044683  , 54.940159214084     , 10.574109282290213  , 1.4465349562898526
0.6046450412719997, 0.08657830948301354, 0.2654174601474074 , 194.84232304564597, 0.4645456809127869  ,   2.586302967017706  , 20.693637311756454  ,  5.082696635477237  , 0.269289129294874
0.6607544851901438, 0.07074015269430986, 0.219809763275974  , 129.84882084391552, 0.8219614490135023  ,   7.212945844751538  , 41.945588622769776  ,  7.252035549674196  , 1.0687724561803407
0.6170524123687291, 0.08192539756964107, 0.256533025457161  , 162.75007961534203, 0.3612405332790305  ,  15.205874061283877  , 45.42881820323236   ,  6.800754779809041  , 1.0943454512704547
0.6065051592985279, 0.07460017674575406, 0.2463932486688336 , 212.64096975449775, 0.14341408002767356 ,  16.621379379017117  , 27.369721359747558  ,  5.390116121595646  , 0.6126222760705331
0.6948885537253333, 0.07241133771554559, 0.2972005329631537 , 115.20593463297388, 1.1914690648109278  ,  18.35499576494499   , 57.49905985033103   , 10.51909041415743   , 1.483987799735152
0.6965632033074559, 0.07153906403258418, 0.26085272726964664, 141.67791641345684, 0.22963173412018917 ,   3.6365614999153912 , 18.43090960422244   ,  3.8491406889499236 , 0.500646293678486
0.6808397348116461, 0.08392577551756279, 0.23495063720868187, 141.44786626987803, 1.186684143058003   ,   9.552247000015246  , 45.802120092740935  ,  8.929616504085525  , 1.154986723088429
0.6304613769173371, 0.07679749927536132, 0.21140957848879335, 164.8028391391759 , 1.1738719224514143  ,  19.20455077680739   , 58.124893404476815  , 10.601856669197444  , 1.5105077542728558
0.6097672114006384, 0.08449533543057523, 0.21512468287349346, 247.05531114132776, 0.9628908194942456  ,  70.01076413056926   , 71.86654508573511   , 11.440946995949416  , 1.8823098935769365
0.6684233026512156, 0.07130712681597885, 0.22253169299512351, 110.12538200257329, 0.8083364063942972  ,  26.011960399530594  , 57.31098415491466   , 10.867784835454337  , 1.4744329120167434
